STUDENT_ID,HW_ID,HW_SCORE,HW_SCORE_MAX,HW_SCORE_PERCENT,HW_ASSIGNED_DATE,HW_TURNED_IN_DATE,CLASS_ID
210,2190,8,10,0.8,2014-01-11,2014-01-18,17
245,2191,1,10,0.1,2014-01-18,2014-01-25,17
263,2192,4,10,0.4,2014-01-25,2014-02-01,17
324,2193,1,10,0.1,2014-02-01,2014-02-08,17
326,2194,3,10,0.3,2014-02-08,2014-02-15,17
328,2195,4,10,0.4,2014-02-15,2014-02-22,17
333,2196,2,10,0.2,2014-02-22,2014-03-01,17
464,2197,7,10,0.7,2014-03-01,2014-03-08,17
494,2198,9,10,0.9,2014-03-08,2014-03-15,17
0,2199,7,10,0.7,2014-03-15,2014-03-22,17
48,2200,7,10,0.7,2014-03-22,2014-03-29,17
54,2201,9,10,0.9,2014-03-29,2014-04-05,17
59,2202,9,10,0.9,2014-04-05,2014-04-12,17
91,2203,2,10,0.2,2014-04-12,2014-04-19,17
106,2204,0,10,0.0,2014-04-19,2014-04-26,17
141,2205,2,10,0.2,2014-04-26,2014-05-03,17
145,2206,5,10,0.5,2014-05-03,2014-05-10,17
171,2207,6,10,0.6,2014-05-10,2014-05-17,17
174,2208,9,10,0.9,2014-05-17,2014-05-24,17
175,2209,4,10,0.4,2014-05-24,2014-05-31,17
176,2210,3,10,0.3,2014-05-31,2014-06-07,17
202,2211,3,10,0.3,2014-06-07,2014-06-14,17
206,2212,5,10,0.5,2014-06-14,2014-06-21,17
207,2213,9,10,0.9,2014-06-21,2014-06-28,17
210,2214,2,10,0.2,2014-06-28,2014-07-05,17
245,2215,7,10,0.7,2014-07-05,2014-07-12,17
263,2216,5,10,0.5,2014-07-12,2014-07-19,17
324,2217,8,10,0.8,2014-07-19,2014-07-26,17
326,2218,2,10,0.2,2014-07-26,2014-08-02,17
328,2219,5,10,0.5,2014-08-02,2014-08-09,17
333,2220,0,10,0.0,2014-08-09,2014-08-16,17
464,2221,8,10,0.8,2014-08-16,2014-08-23,17
494,2222,5,10,0.5,2014-08-23,2014-08-30,17
0,2223,0,10,0.0,2014-08-30,2014-09-06,17
48,2224,4,10,0.4,2014-09-06,2014-09-13,17
54,2225,0,10,0.0,2014-09-13,2014-09-20,17
59,2226,9,10,0.9,2014-09-20,2014-09-27,17
91,2227,1,10,0.1,2014-09-27,2014-10-04,17
106,2228,3,10,0.3,2014-10-04,2014-10-11,17
141,2229,2,10,0.2,2014-10-11,2014-10-18,17
145,2230,4,10,0.4,2014-10-18,2014-10-25,17
171,2231,7,10,0.7,2014-10-25,2014-11-01,17
174,2232,3,10,0.3,2014-11-01,2014-11-08,17
175,2233,1,10,0.1,2014-11-08,2014-11-15,17
176,2234,8,10,0.8,2014-11-15,2014-11-22,17
202,2235,5,10,0.5,2014-11-22,2014-11-29,17
206,2236,3,10,0.3,2014-11-29,2014-12-06,17
207,2237,5,10,0.5,2014-12-06,2014-12-13,17
210,2238,6,10,0.6,2014-12-13,2014-12-20,17
245,2239,9,10,0.9,2014-12-20,2014-12-27,17
263,2240,8,10,0.8,2014-12-27,2015-01-03,17
324,2241,6,10,0.6,2015-01-03,2015-01-10,17
326,2242,2,10,0.2,2015-01-10,2015-01-17,17
328,2243,7,10,0.7,2015-01-17,2015-01-24,17
333,2244,8,10,0.8,2015-01-24,2015-01-31,17
464,2245,7,10,0.7,2015-01-31,2015-02-07,17
494,2246,2,10,0.2,2015-02-07,2015-02-14,17
0,2247,2,10,0.2,2015-02-14,2015-02-21,17
48,2248,0,10,0.0,2015-02-21,2015-02-28,17
54,2249,7,10,0.7,2015-02-28,2015-03-07,17
59,2250,2,10,0.2,2015-03-07,2015-03-14,17
91,2251,4,10,0.4,2015-03-14,2015-03-21,17
106,2252,3,10,0.3,2015-03-21,2015-03-28,17
141,2253,0,10,0.0,2015-03-28,2015-04-04,17
145,2254,0,10,0.0,2015-04-04,2015-04-11,17
171,2255,4,10,0.4,2015-04-11,2015-04-18,17
174,2256,1,10,0.1,2015-04-18,2015-04-25,17
175,2257,6,10,0.6,2015-04-25,2015-05-02,17
176,2258,5,10,0.5,2015-05-02,2015-05-09,17
202,2259,8,10,0.8,2015-05-09,2015-05-16,17
206,2260,4,10,0.4,2015-05-16,2015-05-23,17
207,2261,9,10,0.9,2015-05-23,2015-05-30,17
210,2262,8,10,0.8,2015-05-30,2015-06-06,17
245,2263,8,10,0.8,2015-06-06,2015-06-13,17
263,2264,4,10,0.4,2015-06-13,2015-06-20,17
324,2265,0,10,0.0,2015-06-20,2015-06-27,17
326,2266,1,10,0.1,2015-06-27,2015-07-04,17
328,2267,6,10,0.6,2015-07-04,2015-07-11,17
333,2268,4,10,0.4,2015-07-11,2015-07-18,17
464,2269,3,10,0.3,2015-07-18,2015-07-25,17
494,2270,9,10,0.9,2015-07-25,2015-08-01,17
0,2145,0,10,0.0,2013-03-02,2013-03-09,17
48,2146,5,10,0.5,2013-03-09,2013-03-16,17
54,2147,8,10,0.8,2013-03-16,2013-03-23,17
59,2148,9,10,0.9,2013-03-23,2013-03-30,17
91,2149,6,10,0.6,2013-03-30,2013-04-06,17
106,2150,2,10,0.2,2013-04-06,2013-04-13,17
141,2151,5,10,0.5,2013-04-13,2013-04-20,17
145,2152,3,10,0.3,2013-04-20,2013-04-27,17
171,2153,8,10,0.8,2013-04-27,2013-05-04,17
174,2154,9,10,0.9,2013-05-04,2013-05-11,17
175,2155,6,10,0.6,2013-05-11,2013-05-18,17
176,2156,2,10,0.2,2013-05-18,2013-05-25,17
202,2157,4,10,0.4,2013-05-25,2013-06-01,17
206,2158,6,10,0.6,2013-06-01,2013-06-08,17
207,2159,1,10,0.1,2013-06-08,2013-06-15,17
210,2160,7,10,0.7,2013-06-15,2013-06-22,17
245,2161,6,10,0.6,2013-06-22,2013-06-29,17
263,2162,0,10,0.0,2013-06-29,2013-07-06,17
324,2163,0,10,0.0,2013-07-06,2013-07-13,17
326,2164,9,10,0.9,2013-07-13,2013-07-20,17
328,2165,7,10,0.7,2013-07-20,2013-07-27,17
333,2166,7,10,0.7,2013-07-27,2013-08-03,17
464,2167,3,10,0.3,2013-08-03,2013-08-10,17
494,2168,3,10,0.3,2013-08-10,2013-08-17,17
0,2169,8,10,0.8,2013-08-17,2013-08-24,17
48,2170,7,10,0.7,2013-08-24,2013-08-31,17
54,2171,6,10,0.6,2013-08-31,2013-09-07,17
59,2172,5,10,0.5,2013-09-07,2013-09-14,17
91,2173,7,10,0.7,2013-09-14,2013-09-21,17
106,2174,4,10,0.4,2013-09-21,2013-09-28,17
141,2175,7,10,0.7,2013-09-28,2013-10-05,17
145,2176,9,10,0.9,2013-10-05,2013-10-12,17
171,2177,2,10,0.2,2013-10-12,2013-10-19,17
174,2178,9,10,0.9,2013-10-19,2013-10-26,17
175,2179,0,10,0.0,2013-10-26,2013-11-02,17
176,2180,5,10,0.5,2013-11-02,2013-11-09,17
202,2181,8,10,0.8,2013-11-09,2013-11-16,17
206,2182,3,10,0.3,2013-11-16,2013-11-23,17
207,2183,9,10,0.9,2013-11-23,2013-11-30,17
210,2184,3,10,0.3,2013-11-30,2013-12-07,17
245,2185,1,10,0.1,2013-12-07,2013-12-14,17
263,2186,9,10,0.9,2013-12-14,2013-12-21,17
324,2187,6,10,0.6,2013-12-21,2013-12-28,17
326,2188,8,10,0.8,2013-12-28,2014-01-04,17
328,2189,3,10,0.3,2014-01-04,2014-01-11,17
333,2190,2,10,0.2,2014-01-11,2014-01-18,17
464,2191,2,10,0.2,2014-01-18,2014-01-25,17
494,2192,3,10,0.3,2014-01-25,2014-02-01,17
0,2193,7,10,0.7,2014-02-01,2014-02-08,17
48,2194,1,10,0.1,2014-02-08,2014-02-15,17
54,2195,2,10,0.2,2014-02-15,2014-02-22,17
59,2196,0,10,0.0,2014-02-22,2014-03-01,17
91,2197,9,10,0.9,2014-03-01,2014-03-08,17
106,2198,8,10,0.8,2014-03-08,2014-03-15,17
141,2199,1,10,0.1,2014-03-15,2014-03-22,17
145,2200,3,10,0.3,2014-03-22,2014-03-29,17
171,2201,3,10,0.3,2014-03-29,2014-04-05,17
174,2202,2,10,0.2,2014-04-05,2014-04-12,17
175,2203,8,10,0.8,2014-04-12,2014-04-19,17
176,2204,6,10,0.6,2014-04-19,2014-04-26,17
202,2205,5,10,0.5,2014-04-26,2014-05-03,17
206,2206,5,10,0.5,2014-05-03,2014-05-10,17
207,2207,5,10,0.5,2014-05-10,2014-05-17,17
210,2208,0,10,0.0,2014-05-17,2014-05-24,17
245,2209,4,10,0.4,2014-05-24,2014-05-31,17
263,2210,2,10,0.2,2014-05-31,2014-06-07,17
324,2211,8,10,0.8,2014-06-07,2014-06-14,17
326,2212,6,10,0.6,2014-06-14,2014-06-21,17
328,2213,1,10,0.1,2014-06-21,2014-06-28,17
333,2214,7,10,0.7,2014-06-28,2014-07-05,17
464,2215,7,10,0.7,2014-07-05,2014-07-12,17
494,2216,3,10,0.3,2014-07-12,2014-07-19,17
0,2217,4,10,0.4,2014-07-19,2014-07-26,17
48,2218,4,10,0.4,2014-07-26,2014-08-02,17
54,2219,2,10,0.2,2014-08-02,2014-08-09,17
59,2220,4,10,0.4,2014-08-09,2014-08-16,17
91,2221,6,10,0.6,2014-08-16,2014-08-23,17
106,2222,9,10,0.9,2014-08-23,2014-08-30,17
141,2223,2,10,0.2,2014-08-30,2014-09-06,17
145,2224,0,10,0.0,2014-09-06,2014-09-13,17
171,2225,8,10,0.8,2014-09-13,2014-09-20,17
174,2226,6,10,0.6,2014-09-20,2014-09-27,17
175,2227,8,10,0.8,2014-09-27,2014-10-04,17
176,2228,3,10,0.3,2014-10-04,2014-10-11,17
202,2229,2,10,0.2,2014-10-11,2014-10-18,17
206,2230,7,10,0.7,2014-10-18,2014-10-25,17
207,2231,2,10,0.2,2014-10-25,2014-11-01,17
210,2232,7,10,0.7,2014-11-01,2014-11-08,17
245,2233,3,10,0.3,2014-11-08,2014-11-15,17
263,2234,4,10,0.4,2014-11-15,2014-11-22,17
324,2235,3,10,0.3,2014-11-22,2014-11-29,17
326,2236,8,10,0.8,2014-11-29,2014-12-06,17
328,2237,7,10,0.7,2014-12-06,2014-12-13,17
333,2238,8,10,0.8,2014-12-13,2014-12-20,17
464,2239,5,10,0.5,2014-12-20,2014-12-27,17
494,2240,4,10,0.4,2014-12-27,2015-01-03,17
0,2241,0,10,0.0,2015-01-03,2015-01-10,17
48,2242,1,10,0.1,2015-01-10,2015-01-17,17
54,2243,6,10,0.6,2015-01-17,2015-01-24,17
59,2244,2,10,0.2,2015-01-24,2015-01-31,17
91,2245,2,10,0.2,2015-01-31,2015-02-07,17
106,2246,4,10,0.4,2015-02-07,2015-02-14,17
141,2247,8,10,0.8,2015-02-14,2015-02-21,17
145,2248,5,10,0.5,2015-02-21,2015-02-28,17
171,2249,9,10,0.9,2015-02-28,2015-03-07,17
174,2250,0,10,0.0,2015-03-07,2015-03-14,17
175,2251,9,10,0.9,2015-03-14,2015-03-21,17
176,2252,5,10,0.5,2015-03-21,2015-03-28,17
202,2253,0,10,0.0,2015-03-28,2015-04-04,17
206,2254,9,10,0.9,2015-04-04,2015-04-11,17
207,2255,6,10,0.6,2015-04-11,2015-04-18,17
210,2256,4,10,0.4,2015-04-18,2015-04-25,17
245,2257,1,10,0.1,2015-04-25,2015-05-02,17
263,2258,6,10,0.6,2015-05-02,2015-05-09,17
324,2259,0,10,0.0,2015-05-09,2015-05-16,17
326,2260,8,10,0.8,2015-05-16,2015-05-23,17
328,2261,5,10,0.5,2015-05-23,2015-05-30,17
333,2262,0,10,0.0,2015-05-30,2015-06-06,17
464,2263,5,10,0.5,2015-06-06,2015-06-13,17
494,2264,5,10,0.5,2015-06-13,2015-06-20,17
0,2265,6,10,0.6,2015-06-20,2015-06-27,17
48,2266,1,10,0.1,2015-06-27,2015-07-04,17
54,2267,6,10,0.6,2015-07-04,2015-07-11,17
59,2268,5,10,0.5,2015-07-11,2015-07-18,17
91,2269,2,10,0.2,2015-07-18,2015-07-25,17
106,2270,9,10,0.9,2015-07-25,2015-08-01,17
141,2145,5,10,0.5,2013-03-02,2013-03-09,17
145,2146,7,10,0.7,2013-03-09,2013-03-16,17
171,2147,6,10,0.6,2013-03-16,2013-03-23,17
174,2148,6,10,0.6,2013-03-23,2013-03-30,17
175,2149,1,10,0.1,2013-03-30,2013-04-06,17
176,2150,6,10,0.6,2013-04-06,2013-04-13,17
202,2151,6,10,0.6,2013-04-13,2013-04-20,17
206,2152,6,10,0.6,2013-04-20,2013-04-27,17
207,2153,7,10,0.7,2013-04-27,2013-05-04,17
210,2154,4,10,0.4,2013-05-04,2013-05-11,17
245,2155,9,10,0.9,2013-05-11,2013-05-18,17
263,2156,3,10,0.3,2013-05-18,2013-05-25,17
324,2157,7,10,0.7,2013-05-25,2013-06-01,17
326,2158,6,10,0.6,2013-06-01,2013-06-08,17
328,2159,5,10,0.5,2013-06-08,2013-06-15,17
333,2160,5,10,0.5,2013-06-15,2013-06-22,17
464,2161,6,10,0.6,2013-06-22,2013-06-29,17
494,2162,7,10,0.7,2013-06-29,2013-07-06,17
0,2163,4,10,0.4,2013-07-06,2013-07-13,17
48,2164,6,10,0.6,2013-07-13,2013-07-20,17
54,2165,4,10,0.4,2013-07-20,2013-07-27,17
59,2166,1,10,0.1,2013-07-27,2013-08-03,17
91,2167,6,10,0.6,2013-08-03,2013-08-10,17
106,2168,7,10,0.7,2013-08-10,2013-08-17,17
141,2169,5,10,0.5,2013-08-17,2013-08-24,17
145,2170,2,10,0.2,2013-08-24,2013-08-31,17
171,2171,9,10,0.9,2013-08-31,2013-09-07,17
174,2172,0,10,0.0,2013-09-07,2013-09-14,17
175,2173,4,10,0.4,2013-09-14,2013-09-21,17
176,2174,4,10,0.4,2013-09-21,2013-09-28,17
202,2175,0,10,0.0,2013-09-28,2013-10-05,17
206,2176,1,10,0.1,2013-10-05,2013-10-12,17
207,2177,9,10,0.9,2013-10-12,2013-10-19,17
210,2178,7,10,0.7,2013-10-19,2013-10-26,17
245,2179,4,10,0.4,2013-10-26,2013-11-02,17
263,2180,5,10,0.5,2013-11-02,2013-11-09,17
324,2181,4,10,0.4,2013-11-09,2013-11-16,17
326,2182,5,10,0.5,2013-11-16,2013-11-23,17
328,2183,1,10,0.1,2013-11-23,2013-11-30,17
333,2184,3,10,0.3,2013-11-30,2013-12-07,17
464,2185,1,10,0.1,2013-12-07,2013-12-14,17
494,2186,6,10,0.6,2013-12-14,2013-12-21,17
0,2187,5,10,0.5,2013-12-21,2013-12-28,17
48,2188,9,10,0.9,2013-12-28,2014-01-04,17
54,2189,7,10,0.7,2014-01-04,2014-01-11,17
59,2190,5,10,0.5,2014-01-11,2014-01-18,17
91,2191,7,10,0.7,2014-01-18,2014-01-25,17
106,2192,7,10,0.7,2014-01-25,2014-02-01,17
141,2193,9,10,0.9,2014-02-01,2014-02-08,17
145,2194,3,10,0.3,2014-02-08,2014-02-15,17
171,2195,7,10,0.7,2014-02-15,2014-02-22,17
174,2196,4,10,0.4,2014-02-22,2014-03-01,17
175,2197,5,10,0.5,2014-03-01,2014-03-08,17
176,2198,5,10,0.5,2014-03-08,2014-03-15,17
202,2199,2,10,0.2,2014-03-15,2014-03-22,17
206,2200,0,10,0.0,2014-03-22,2014-03-29,17
207,2201,9,10,0.9,2014-03-29,2014-04-05,17
210,2202,5,10,0.5,2014-04-05,2014-04-12,17
245,2203,4,10,0.4,2014-04-12,2014-04-19,17
263,2204,8,10,0.8,2014-04-19,2014-04-26,17
324,2205,9,10,0.9,2014-04-26,2014-05-03,17
326,2206,6,10,0.6,2014-05-03,2014-05-10,17
328,2207,3,10,0.3,2014-05-10,2014-05-17,17
333,2208,8,10,0.8,2014-05-17,2014-05-24,17
464,2209,9,10,0.9,2014-05-24,2014-05-31,17
494,2210,6,10,0.6,2014-05-31,2014-06-07,17
0,2211,5,10,0.5,2014-06-07,2014-06-14,17
48,2212,5,10,0.5,2014-06-14,2014-06-21,17
54,2213,4,10,0.4,2014-06-21,2014-06-28,17
59,2214,0,10,0.0,2014-06-28,2014-07-05,17
91,2215,8,10,0.8,2014-07-05,2014-07-12,17
106,2216,2,10,0.2,2014-07-12,2014-07-19,17
141,2217,4,10,0.4,2014-07-19,2014-07-26,17
145,2218,3,10,0.3,2014-07-26,2014-08-02,17
171,2219,3,10,0.3,2014-08-02,2014-08-09,17
174,2220,5,10,0.5,2014-08-09,2014-08-16,17
175,2221,4,10,0.4,2014-08-16,2014-08-23,17
176,2222,3,10,0.3,2014-08-23,2014-08-30,17
202,2223,4,10,0.4,2014-08-30,2014-09-06,17
206,2224,3,10,0.3,2014-09-06,2014-09-13,17
207,2225,1,10,0.1,2014-09-13,2014-09-20,17
210,2226,9,10,0.9,2014-09-20,2014-09-27,17
245,2227,0,10,0.0,2014-09-27,2014-10-04,17
263,2228,8,10,0.8,2014-10-04,2014-10-11,17
324,2229,0,10,0.0,2014-10-11,2014-10-18,17
326,2230,8,10,0.8,2014-10-18,2014-10-25,17
328,2231,9,10,0.9,2014-10-25,2014-11-01,17
333,2232,2,10,0.2,2014-11-01,2014-11-08,17
464,2233,2,10,0.2,2014-11-08,2014-11-15,17
494,2234,4,10,0.4,2014-11-15,2014-11-22,17
0,2235,4,10,0.4,2014-11-22,2014-11-29,17
48,2236,4,10,0.4,2014-11-29,2014-12-06,17
54,2237,7,10,0.7,2014-12-06,2014-12-13,17
59,2238,1,10,0.1,2014-12-13,2014-12-20,17
91,2239,4,10,0.4,2014-12-20,2014-12-27,17
106,2240,1,10,0.1,2014-12-27,2015-01-03,17
141,2241,2,10,0.2,2015-01-03,2015-01-10,17
145,2242,0,10,0.0,2015-01-10,2015-01-17,17
171,2243,4,10,0.4,2015-01-17,2015-01-24,17
174,2244,4,10,0.4,2015-01-24,2015-01-31,17
175,2245,8,10,0.8,2015-01-31,2015-02-07,17
176,2246,9,10,0.9,2015-02-07,2015-02-14,17
202,2247,1,10,0.1,2015-02-14,2015-02-21,17
206,2248,7,10,0.7,2015-02-21,2015-02-28,17
207,2249,7,10,0.7,2015-02-28,2015-03-07,17
210,2250,4,10,0.4,2015-03-07,2015-03-14,17
245,2251,9,10,0.9,2015-03-14,2015-03-21,17
263,2252,6,10,0.6,2015-03-21,2015-03-28,17
324,2253,6,10,0.6,2015-03-28,2015-04-04,17
326,2254,2,10,0.2,2015-04-04,2015-04-11,17
328,2255,9,10,0.9,2015-04-11,2015-04-18,17
333,2256,0,10,0.0,2015-04-18,2015-04-25,17
464,2257,1,10,0.1,2015-04-25,2015-05-02,17
494,2258,4,10,0.4,2015-05-02,2015-05-09,17
0,2259,0,10,0.0,2015-05-09,2015-05-16,17
48,2260,5,10,0.5,2015-05-16,2015-05-23,17
54,2261,1,10,0.1,2015-05-23,2015-05-30,17
59,2262,7,10,0.7,2015-05-30,2015-06-06,17
91,2263,7,10,0.7,2015-06-06,2015-06-13,17
106,2264,5,10,0.5,2015-06-13,2015-06-20,17
141,2265,3,10,0.3,2015-06-20,2015-06-27,17
145,2266,6,10,0.6,2015-06-27,2015-07-04,17
171,2267,7,10,0.7,2015-07-04,2015-07-11,17
174,2268,5,10,0.5,2015-07-11,2015-07-18,17
175,2269,2,10,0.2,2015-07-18,2015-07-25,17
176,2270,7,10,0.7,2015-07-25,2015-08-01,17
202,2145,4,10,0.4,2013-03-02,2013-03-09,17
206,2146,5,10,0.5,2013-03-09,2013-03-16,17
207,2147,2,10,0.2,2013-03-16,2013-03-23,17
210,2148,7,10,0.7,2013-03-23,2013-03-30,17
245,2149,6,10,0.6,2013-03-30,2013-04-06,17
263,2150,5,10,0.5,2013-04-06,2013-04-13,17
324,2151,6,10,0.6,2013-04-13,2013-04-20,17
326,2152,7,10,0.7,2013-04-20,2013-04-27,17
328,2153,8,10,0.8,2013-04-27,2013-05-04,17
333,2154,6,10,0.6,2013-05-04,2013-05-11,17
464,2155,4,10,0.4,2013-05-11,2013-05-18,17
494,2156,4,10,0.4,2013-05-18,2013-05-25,17
0,2157,7,10,0.7,2013-05-25,2013-06-01,17
48,2158,3,10,0.3,2013-06-01,2013-06-08,17
54,2159,1,10,0.1,2013-06-08,2013-06-15,17
59,2160,6,10,0.6,2013-06-15,2013-06-22,17
91,2161,8,10,0.8,2013-06-22,2013-06-29,17
106,2162,8,10,0.8,2013-06-29,2013-07-06,17
141,2163,2,10,0.2,2013-07-06,2013-07-13,17
145,2164,4,10,0.4,2013-07-13,2013-07-20,17
171,2165,6,10,0.6,2013-07-20,2013-07-27,17
174,2166,1,10,0.1,2013-07-27,2013-08-03,17
175,2167,4,10,0.4,2013-08-03,2013-08-10,17
176,2168,8,10,0.8,2013-08-10,2013-08-17,17
202,2169,4,10,0.4,2013-08-17,2013-08-24,17
206,2170,3,10,0.3,2013-08-24,2013-08-31,17
207,2171,6,10,0.6,2013-08-31,2013-09-07,17
210,2172,8,10,0.8,2013-09-07,2013-09-14,17
245,2173,2,10,0.2,2013-09-14,2013-09-21,17
263,2174,2,10,0.2,2013-09-21,2013-09-28,17
324,2175,1,10,0.1,2013-09-28,2013-10-05,17
326,2176,4,10,0.4,2013-10-05,2013-10-12,17
328,2177,7,10,0.7,2013-10-12,2013-10-19,17
333,2178,9,10,0.9,2013-10-19,2013-10-26,17
464,2179,7,10,0.7,2013-10-26,2013-11-02,17
494,2180,0,10,0.0,2013-11-02,2013-11-09,17
0,2181,1,10,0.1,2013-11-09,2013-11-16,17
48,2182,1,10,0.1,2013-11-16,2013-11-23,17
54,2183,1,10,0.1,2013-11-23,2013-11-30,17
59,2184,1,10,0.1,2013-11-30,2013-12-07,17
91,2185,7,10,0.7,2013-12-07,2013-12-14,17
106,2186,5,10,0.5,2013-12-14,2013-12-21,17
141,2187,3,10,0.3,2013-12-21,2013-12-28,17
145,2188,6,10,0.6,2013-12-28,2014-01-04,17
171,2189,7,10,0.7,2014-01-04,2014-01-11,17
174,2190,8,10,0.8,2014-01-11,2014-01-18,17
175,2191,3,10,0.3,2014-01-18,2014-01-25,17
176,2192,9,10,0.9,2014-01-25,2014-02-01,17
202,2193,5,10,0.5,2014-02-01,2014-02-08,17
206,2194,7,10,0.7,2014-02-08,2014-02-15,17
207,2195,9,10,0.9,2014-02-15,2014-02-22,17
210,2196,9,10,0.9,2014-02-22,2014-03-01,17
245,2197,5,10,0.5,2014-03-01,2014-03-08,17
263,2198,9,10,0.9,2014-03-08,2014-03-15,17
324,2199,8,10,0.8,2014-03-15,2014-03-22,17
326,2200,4,10,0.4,2014-03-22,2014-03-29,17
328,2201,4,10,0.4,2014-03-29,2014-04-05,17
333,2202,7,10,0.7,2014-04-05,2014-04-12,17
464,2203,6,10,0.6,2014-04-12,2014-04-19,17
494,2204,4,10,0.4,2014-04-19,2014-04-26,17
0,2205,4,10,0.4,2014-04-26,2014-05-03,17
48,2206,3,10,0.3,2014-05-03,2014-05-10,17
54,2207,7,10,0.7,2014-05-10,2014-05-17,17
59,2208,2,10,0.2,2014-05-17,2014-05-24,17
91,2209,4,10,0.4,2014-05-24,2014-05-31,17
106,2210,9,10,0.9,2014-05-31,2014-06-07,17
141,2211,1,10,0.1,2014-06-07,2014-06-14,17
145,2212,9,10,0.9,2014-06-14,2014-06-21,17
171,2213,4,10,0.4,2014-06-21,2014-06-28,17
174,2214,6,10,0.6,2014-06-28,2014-07-05,17
175,2215,8,10,0.8,2014-07-05,2014-07-12,17
176,2216,1,10,0.1,2014-07-12,2014-07-19,17
202,2217,3,10,0.3,2014-07-19,2014-07-26,17
206,2218,9,10,0.9,2014-07-26,2014-08-02,17
207,2219,2,10,0.2,2014-08-02,2014-08-09,17
210,2220,3,10,0.3,2014-08-09,2014-08-16,17
245,2221,6,10,0.6,2014-08-16,2014-08-23,17
263,2222,9,10,0.9,2014-08-23,2014-08-30,17
324,2223,8,10,0.8,2014-08-30,2014-09-06,17
326,2224,1,10,0.1,2014-09-06,2014-09-13,17
328,2225,7,10,0.7,2014-09-13,2014-09-20,17
333,2226,3,10,0.3,2014-09-20,2014-09-27,17
464,2227,4,10,0.4,2014-09-27,2014-10-04,17
494,2228,2,10,0.2,2014-10-04,2014-10-11,17
0,2229,1,10,0.1,2014-10-11,2014-10-18,17
48,2230,9,10,0.9,2014-10-18,2014-10-25,17
54,2231,9,10,0.9,2014-10-25,2014-11-01,17
59,2232,2,10,0.2,2014-11-01,2014-11-08,17
91,2233,4,10,0.4,2014-11-08,2014-11-15,17
106,2234,7,10,0.7,2014-11-15,2014-11-22,17
141,2235,2,10,0.2,2014-11-22,2014-11-29,17
145,2236,8,10,0.8,2014-11-29,2014-12-06,17
171,2237,9,10,0.9,2014-12-06,2014-12-13,17
174,2238,0,10,0.0,2014-12-13,2014-12-20,17
175,2239,3,10,0.3,2014-12-20,2014-12-27,17
176,2240,1,10,0.1,2014-12-27,2015-01-03,17
202,2241,6,10,0.6,2015-01-03,2015-01-10,17
206,2242,6,10,0.6,2015-01-10,2015-01-17,17
207,2243,7,10,0.7,2015-01-17,2015-01-24,17
210,2244,1,10,0.1,2015-01-24,2015-01-31,17
245,2245,2,10,0.2,2015-01-31,2015-02-07,17
263,2246,9,10,0.9,2015-02-07,2015-02-14,17
324,2247,3,10,0.3,2015-02-14,2015-02-21,17
326,2248,7,10,0.7,2015-02-21,2015-02-28,17
328,2249,2,10,0.2,2015-02-28,2015-03-07,17
333,2250,2,10,0.2,2015-03-07,2015-03-14,17
464,2251,6,10,0.6,2015-03-14,2015-03-21,17
494,2252,3,10,0.3,2015-03-21,2015-03-28,17
0,2253,9,10,0.9,2015-03-28,2015-04-04,17
48,2254,6,10,0.6,2015-04-04,2015-04-11,17
54,2255,0,10,0.0,2015-04-11,2015-04-18,17
59,2256,8,10,0.8,2015-04-18,2015-04-25,17
91,2257,4,10,0.4,2015-04-25,2015-05-02,17
106,2258,0,10,0.0,2015-05-02,2015-05-09,17
141,2259,9,10,0.9,2015-05-09,2015-05-16,17
145,2260,4,10,0.4,2015-05-16,2015-05-23,17
171,2261,5,10,0.5,2015-05-23,2015-05-30,17
174,2262,5,10,0.5,2015-05-30,2015-06-06,17
175,2263,8,10,0.8,2015-06-06,2015-06-13,17
176,2264,5,10,0.5,2015-06-13,2015-06-20,17
202,2265,0,10,0.0,2015-06-20,2015-06-27,17
206,2266,4,10,0.4,2015-06-27,2015-07-04,17
207,2267,5,10,0.5,2015-07-04,2015-07-11,17
210,2268,0,10,0.0,2015-07-11,2015-07-18,17
245,2269,1,10,0.1,2015-07-18,2015-07-25,17
263,2270,4,10,0.4,2015-07-25,2015-08-01,17
324,2145,5,10,0.5,2013-03-02,2013-03-09,17
326,2146,9,10,0.9,2013-03-09,2013-03-16,17
328,2147,7,10,0.7,2013-03-16,2013-03-23,17
333,2148,0,10,0.0,2013-03-23,2013-03-30,17
464,2149,9,10,0.9,2013-03-30,2013-04-06,17
494,2150,5,10,0.5,2013-04-06,2013-04-13,17
0,2151,3,10,0.3,2013-04-13,2013-04-20,17
48,2152,2,10,0.2,2013-04-20,2013-04-27,17
54,2153,9,10,0.9,2013-04-27,2013-05-04,17
59,2154,4,10,0.4,2013-05-04,2013-05-11,17
91,2155,2,10,0.2,2013-05-11,2013-05-18,17
106,2156,4,10,0.4,2013-05-18,2013-05-25,17
141,2157,0,10,0.0,2013-05-25,2013-06-01,17
145,2158,4,10,0.4,2013-06-01,2013-06-08,17
171,2159,5,10,0.5,2013-06-08,2013-06-15,17
174,2160,7,10,0.7,2013-06-15,2013-06-22,17
175,2161,5,10,0.5,2013-06-22,2013-06-29,17
176,2162,9,10,0.9,2013-06-29,2013-07-06,17
202,2163,3,10,0.3,2013-07-06,2013-07-13,17
206,2164,6,10,0.6,2013-07-13,2013-07-20,17
